wavenumber_cm-1,实验：SDBS 粉末 Raman,"参考理论：ORCA B3LYP/6-31+G(d,p)",构型 1：Gaussian B3LYP/6-31G(d),构型 2：Gaussian B3LYP/6-31G(d),二聚体：Gaussian B3LYP/6-31G(d)
1164.0,0.01877435,0.29975569,0.18038620,0.06963957,0.01176357
1165.0,0.02059431,0.29118116,0.17999014,0.07661280,0.01098345
1166.0,0.02241428,0.28445167,0.18129295,0.08415679,0.01019174
1167.0,0.02361154,0.27926692,0.18426528,0.09208131,0.00939099
1168.0,0.02452140,0.27519467,0.18874518,0.10015813,0.00858563
1169.0,0.02543126,0.27171519,0.19444554,0.10812951,0.00778201
1170.0,0.02634112,0.26827033,0.20097084,0.11571910,0.00698799
1171.0,0.02811307,0.26431271,0.20784223,0.12264483,0.00621250
1172.0,0.03084290,0.25935096,0.21452910,0.12863308,0.00546483
1173.0,0.03357272,0.25298732,0.22048488,0.13343339,0.00475400
1174.0,0.03630255,0.24494491,0.22518416,0.13683259,0.00408806
1175.0,0.03927188,0.23508312,0.22815839,0.13866735,0.00347365
1176.0,0.04291180,0.22340067,0.22902703,0.13883412,0.00291556
1177.0,0.04655173,0.21002712,0.22752192,0.13729562,0.00241661
1178.0,0.05019165,0.19520471,0.22350290,0.13408320,0.00197761
1179.0,0.05354421,0.17926277,0.21696367,0.12929494,0.00159750
1180.0,0.05172425,0.16258794,0.20802784,0.12308941,0.00127361
1181.0,0.04990429,0.14559297,0.19693573,0.11567582,0.00100201
1182.0,0.04808433,0.12868705,0.18402377,0.10730116,0.00077786
1183.0,0.04626436,0.11224990,0.16969834,0.09823553,0.00059577
1184.0,0.04291180,0.09661134,0.15440679,0.08875686,0.00045018
1185.0,0.03927188,0.08203723,0.13860807,0.07913616,0.00033557
1186.0,0.03563195,0.06872207,0.12274538,0.06962438,0.00024675
1187.0,0.03199202,0.05678773,0.10722282,0.06044180,0.00017897
1188.0,0.02892690,0.04628749,0.09238746,0.05177046,0.00012805
1189.0,0.02619707,0.03721401,0.07851748,0.04374980,0.00009036
1190.0,0.02346725,0.02951006,0.06581653,0.03647560,0.00006289
1191.0,0.02073742,0.02308047,0.05441391,0.03000169,0.00004318
1192.0,0.01800760,0.01780420,0.04436948,0.02434400,0.00002923
1193.0,0.01527777,0.01354559,0.03568233,0.01948626,0.00001952
1194.0,0.01254795,0.01016405,0.02830172,0.01538665,0.00001286
1195.0,0.00981813,0.00752187,0.02213911,0.01198474,0.00000835
1196.0,0.00747140,0.00549000,0.01708021,0.00920816,0.00000535
1197.0,0.00656130,0.00395188,0.01299602,0.00697861,0.00000338
1198.0,0.00565120,0.00280556,0.00975237,0.00521685,0.00000211
1199.0,0.00474110,0.00196435,0.00721759,0.00384668,0.00000130
1200.0,0.00383100,0.00135644,0.00526812,0.00279766,0.00000079
1201.0,0.00383100,0.00092377,0.00379228,0.00200692,0.00000047
1202.0,0.00383100,0.00062045,0.00269231,0.00141999,0.00000028
1203.0,0.00383100,0.00041099,0.00188508,0.00099097,0.00000016
1204.0,0.00383100,0.00026849,0.00130171,0.00068209,0.00000009
1205.0,0.00383100,0.00017299,0.00088650,0.00046306,0.00000005
1206.0,0.00383100,0.00010992,0.00059542,0.00031006,0.00000003
1207.0,0.00383100,0.00006889,0.00039441,0.00020476,0.00000002
1208.0,0.00383100,0.00004257,0.00025766,0.00013337,0.00000001
1209.0,0.00383100,0.00002595,0.00016601,0.00008568,0.00000000
1210.0,0.00383100,0.00001560,0.00010549,0.00005428,0.00000000
1211.0,0.00383100,0.00000925,0.00006611,0.00003392,0.00000000
1212.0,0.00383100,0.00000541,0.00004086,0.00002090,0.00000000
1213.0,0.00383100,0.00000312,0.00002490,0.00001271,0.00000000
1214.0,0.00383100,0.00000177,0.00001497,0.00000762,0.00000000
1215.0,0.00383100,0.00000099,0.00000888,0.00000450,0.00000000
1216.0,0.00383100,0.00000055,0.00000519,0.00000263,0.00000000
1217.0,0.00368734,0.00000030,0.00000299,0.00000151,0.00000000
1218.0,0.00277747,0.00000016,0.00000170,0.00000086,0.00000000
1219.0,0.00186761,0.00000009,0.00000095,0.00000048,0.00000000
1220.0,0.00095775,0.00000004,0.00000053,0.00000026,0.00000000
1221.0,0.00004789,0.00000002,0.00000029,0.00000014,0.00000000
1222.0,0.00086197,0.00000001,0.00000016,0.00000008,0.00000000
1223.0,0.00177184,0.00000001,0.00000008,0.00000004,0.00000000
1224.0,0.00268170,0.00000000,0.00000004,0.00000002,0.00000000
1225.0,0.00359156,0.00000000,0.00000002,0.00000001,0.00000001
1226.0,0.00383100,0.00000000,0.00000001,0.00000001,0.00000001
1227.0,0.00383100,0.00000000,0.00000001,0.00000000,0.00000002
1228.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000004
1229.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000007
1230.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000013
1231.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000024
1232.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000043
1233.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000077
1234.0,0.00383100,0.00000000,0.00000000,0.00000001,0.00000136
1235.0,0.00383100,0.00000000,0.00000000,0.00000001,0.00000237
1236.0,0.00383100,0.00000000,0.00000000,0.00000003,0.00000407
1237.0,0.00383100,0.00000000,0.00000000,0.00000005,0.00000688
1238.0,0.00383100,0.00000000,0.00000000,0.00000010,0.00001148
1239.0,0.00383100,0.00000000,0.00000000,0.00000018,0.00001889
1240.0,0.00383100,0.00000000,0.00000000,0.00000033,0.00003065
1241.0,0.00383100,0.00000000,0.00000000,0.00000060,0.00004904
1242.0,0.00383100,0.00000000,0.00000000,0.00000105,0.00007740
1243.0,0.00383100,0.00000000,0.00000000,0.00000183,0.00012048
1244.0,0.00383100,0.00000000,0.00000000,0.00000315,0.00018494
1245.0,0.00383100,0.00000000,0.00000000,0.00000533,0.00027999
1246.0,0.00383100,0.00000000,0.00000000,0.00000889,0.00041805
1247.0,0.00383100,0.00000000,0.00000000,0.00001465,0.00061559
1248.0,0.00383100,0.00000000,0.00000000,0.00002378,0.00089401
1249.0,0.00383100,0.00000000,0.00000000,0.00003809,0.00128046
1250.0,0.00383100,0.00000000,0.00000000,0.00006017,0.00180871
1251.0,0.00426210,0.00000000,0.00000000,0.00009374,0.00251973
1252.0,0.00517220,0.00000000,0.00000000,0.00014402,0.00346192
1253.0,0.00608230,0.00000000,0.00000000,0.00021823,0.00469094
1254.0,0.00699240,0.00000000,0.00000000,0.00032611,0.00626877
1255.0,0.00766300,0.00000000,0.00000000,0.00048063,0.00826198
1256.0,0.00766300,0.00000000,0.00000000,0.00069860,0.01073903
1257.0,0.00766300,0.00000000,0.00000000,0.00100146,0.01376656
1258.0,0.00766300,0.00000000,0.00000001,0.00141584,0.01740465
1259.0,0.00766300,0.00000001,0.00000001,0.00197412,0.02170125
1260.0,0.00766300,0.00000001,0.00000002,0.00271465,0.02668600
1261.0,0.00766300,0.00000002,0.00000004,0.00368160,0.03236397
1262.0,0.00766300,0.00000003,0.00000007,0.00492423,0.03870968
1263.0,0.00766300,0.00000006,0.00000012,0.00649565,0.04566221
1264.0,0.00919560,0.00000010,0.00000020,0.00845062,0.05312194
1265.0,0.01101556,0.00000017,0.00000033,0.01084271,0.06094958
1266.0,0.01283552,0.00000027,0.00000055,0.01372054,0.06896798
1267.0,0.01465549,0.00000045,0.00000088,0.01712340,0.07696700
1268.0,0.01705010,0.00000072,0.00000140,0.02107642,0.08471150
1269.0,0.01977993,0.00000114,0.00000220,0.02558552,0.09195210
1270.0,0.02250975,0.00000178,0.00000340,0.03063272,0.09843814
1271.0,0.02523958,0.00000275,0.00000519,0.03617228,0.10393200
1272.0,0.02835260,0.00000419,0.00000780,0.04212805,0.10822355
1273.0,0.03199253,0.00000629,0.00001158,0.04839276,0.11114364
1274.0,0.03563245,0.00000932,0.00001695,0.05482947,0.11257541
1275.0,0.03927237,0.00001361,0.00002447,0.06127550,0.11246239
1276.0,0.04252910,0.00001961,0.00003485,0.06754892,0.11081259
1277.0,0.04434882,0.00002786,0.00004896,0.07345715,0.10769841
1278.0,0.04616855,0.00003905,0.00006785,0.07880754,0.10325202
1279.0,0.04798827,0.00005399,0.00009277,0.08341880,0.09765708
1280.0,0.04980800,0.00007363,0.00012515,0.08713273,0.09113726
1281.0,0.05890781,0.00009906,0.00016658,0.08982497,0.08394275
1282.0,0.06800763,0.00013148,0.00021882,0.09141390,0.07633587
1283.0,0.07710744,0.00017219,0.00028368,0.09186688,0.06857702
1284.0,0.08620725,0.00022253,0.00036303,0.09120300,0.06091187
1285.0,0.09243325,0.00028386,0.00045866,0.08949215,0.05356080
1286.0,0.09789290,0.00035749,0.00057226,0.08685034,0.04671092
1287.0,0.10335255,0.00044465,0.00070527,0.08343164,0.04051094
1288.0,0.10881220,0.00054647,0.00085884,0.07941750,0.03506895
1289.0,0.11111100,0.00066401,0.00103377,0.07500424,0.03045260
1290.0,0.11111100,0.00079829,0.00123051,0.07038992,0.02669132
1291.0,0.11111100,0.00095054,0.00144913,0.06576169,0.02378008
1292.0,0.11111100,0.00112239,0.00168943,0.06128458,0.02168400
1293.0,0.10742331,0.00131632,0.00195100,0.05709267,0.02034345
1294.0,0.09741387,0.00153624,0.00223336,0.05328320,0.01967927
1295.0,0.08740444,0.00178815,0.00253614,0.04991393,0.01959769
1296.0,0.07739500,0.00208110,0.00285915,0.04700371,0.01999510
1297.0,0.06781655,0.00242825,0.00320254,0.04453598,0.02076231
1298.0,0.06053670,0.00284800,0.00356678,0.04246465,0.02178859
1299.0,0.05325685,0.00336535,0.00395263,0.04072166,0.02296530
1300.0,0.04597700,0.00401312,0.00436094,0.03922537,0.02418932
1301.0,0.03869715,0.00483323,0.00479242,0.03788911,0.02536615
1302.0,0.03400368,0.00587767,0.00524727,0.03662898,0.02641268
1303.0,0.02945389,0.00720923,0.00572474,0.03537046,0.02725948
1304.0,0.02490410,0.00890170,0.00622276,0.03405334,0.02785258
1305.0,0.02035431,0.01103941,0.00673758,0.03263478,0.02815453
1306.0,0.01848658,0.01371598,0.00726361,0.03109041,0.02814475
1307.0,0.01757671,0.01703206,0.00779346,0.02941378,0.02781896
1308.0,0.01666685,0.02109195,0.00831828,0.02761425,0.02718790
1309.0,0.01575699,0.02599906,0.00882842,0.02571390,0.02627534
1310.0,0.01580488,0.03185009,0.00931451,0.02374382,0.02511548
1311.0,0.01671474,0.03872822,0.00976881,0.02174024,0.02375001
1312.0,0.01762460,0.04669530,0.01018691,0.01974078,0.02222514
1313.0,0.01853446,0.05578348,0.01056958,0.01778137,0.02058855
1314.0,0.01973172,0.06598692,0.01092471,0.01589372,0.01888681
1315.0,0.02155169,0.07725385,0.01126919,0.01410378,0.01716320
1316.0,0.02337165,0.08948016,0.01163047,0.01243080,0.01545600
1317.0,0.02519161,0.10250487,0.01204774,0.01088734,0.01379752
1318.0,0.02739470,0.11610862,0.01257245,0.00947964,0.01221358
1319.0,0.03285435,0.13001558,0.01326805,0.00820859,0.01072354
1320.0,0.03831400,0.14389940,0.01420877,0.00707076,0.00934066
1321.0,0.04377365,0.15739337,0.01547732,0.00605962,0.00807282
1322.0,0.04923330,0.17010458,0.01716148,0.00516663,0.00692333
1323.0,0.04817982,0.18163156,0.01934956,0.00438217,0.00589180
1324.0,0.04636010,0.19158438,0.02212479,0.00369634,0.00497501
1325.0,0.04454037,0.19960595,0.02555896,0.00309943,0.00416763
1326.0,0.04272065,0.20539294,0.02970542,0.00258229,0.00346294
1327.0,0.03778775,0.20871452,0.03459210,0.00213646,0.00285331
1328.0,0.03141800,0.20942758,0.04021488,0.00175423,0.00233058
1329.0,0.02504825,0.20748668,0.04653201,0.00142860,0.00188646
1330.0,0.01867850,0.20294805,0.05346032,0.00115318,0.00151266
1331.0,0.01446391,0.19596711,0.06087359,0.00092213,0.00120111
1332.0,0.01264395,0.18678950,0.06860381,0.00073003,0.00094410
1333.0,0.01082399,0.17573649,0.07644550,0.00057192,0.00073431
1334.0,0.00900402,0.16318601,0.08416329,0.00044316,0.00056498
1335.0,0.00766300,0.14955072,0.09150238,0.00033950,0.00042986
1336.0,0.00766300,0.13525509,0.09820144,0.00025705,0.00032332
1337.0,0.00766300,0.12071325,0.10400713,0.00019229,0.00024034
1338.0,0.00766300,0.10630921,0.10868905,0.00014207,0.00017652
1339.0,0.00766300,0.09238073,0.11205407,0.00010366,0.00012807
1340.0,0.00766300,0.07920780,0.11395871,0.00007467,0.00009176
1341.0,0.00766300,0.06700596,0.11431845,0.00005310,0.00006493
1342.0,0.00766300,0.05592452,0.11311326,0.00003727,0.00004535
1343.0,0.00766300,0.04604896,0.11038871,0.00002581,0.00003127
1344.0,0.00766300,0.03740701,0.10625259,0.00001764,0.00002129
1345.0,0.00766300,0.02997709,0.10086743,0.00001189,0.00001430
1346.0,0.00766300,0.02369835,0.09443954,0.00000791,0.00000948
1347.0,0.00766300,0.01848115,0.08720566,0.00000519,0.00000620
1348.0,0.00766300,0.01421714,0.07941836,0.00000336,0.00000400
1349.0,0.00766300,0.01078847,0.07133140,0.00000215,0.00000255
1350.0,0.00766300,0.00807540,0.06318631,0.00000135,0.00000160
1351.0,0.00766300,0.00596235,0.05520097,0.00000084,0.00000099
1352.0,0.00727980,0.00434224,0.04756103,0.00000052,0.00000061
1353.0,0.00636970,0.00311923,0.04041442,0.00000031,0.00000037
1354.0,0.00545960,0.00221010,0.03386893,0.00000019,0.00000022
1355.0,0.00454950,0.00154456,0.02799281,0.00000011,0.00000013
1356.0,0.00383100,0.00106468,0.02281768,0.00000006,0.00000007
1357.0,0.00383100,0.00072385,0.01834323,0.00000004,0.00000004
1358.0,0.00383100,0.00048540,0.01454320,0.00000002,0.00000002
1359.0,0.00383100,0.00032104,0.01137165,0.00000001,0.00000001
1360.0,0.00383100,0.00020942,0.00876934,0.00000001,0.00000001
1361.0,0.00383100,0.00013474,0.00666944,0.00000000,0.00000000
1362.0,0.00383100,0.00008550,0.00500255,0.00000000,0.00000000
1363.0,0.00383100,0.00005351,0.00370060,0.00000000,0.00000000
1364.0,0.00383100,0.00003303,0.00269981,0.00000000,0.00000000
1365.0,0.00454950,0.00002011,0.00194256,0.00000000,0.00000000
1366.0,0.00545960,0.00001207,0.00137846,0.00000000,0.00000000
1367.0,0.00636970,0.00000715,0.00096470,0.00000000,0.00000000
1368.0,0.00727980,0.00000418,0.00066584,0.00000000,0.00000000
1369.0,0.00766300,0.00000241,0.00045324,0.00000000,0.00000000
1370.0,0.00766300,0.00000137,0.00030428,0.00000000,0.00000000
1371.0,0.00766300,0.00000077,0.00020146,0.00000000,0.00000000
1372.0,0.00766300,0.00000042,0.00013155,0.00000000,0.00000000
1373.0,0.00766300,0.00000023,0.00008471,0.00000000,0.00000000
1374.0,0.00766300,0.00000012,0.00005380,0.00000000,0.00000000
1375.0,0.00766300,0.00000007,0.00003370,0.00000000,0.00000000
1376.0,0.00766300,0.00000003,0.00002082,0.00000000,0.00000000
1377.0,0.00751930,0.00000002,0.00001268,0.00000000,0.00000000
1378.0,0.00660920,0.00000001,0.00000762,0.00000000,0.00000000
1379.0,0.00569910,0.00000000,0.00000452,0.00000000,0.00000000
1380.0,0.00478900,0.00000000,0.00000264,0.00000000,0.00000000
1381.0,0.00387890,0.00000000,0.00000152,0.00000000,0.00000000
1382.0,0.00383100,0.00000000,0.00000086,0.00000000,0.00000000
1383.0,0.00383100,0.00000000,0.00000048,0.00000000,0.00000000
1384.0,0.00383100,0.00000000,0.00000027,0.00000000,0.00000000
1385.0,0.00383100,0.00000000,0.00000015,0.00000000,0.00000000
1386.0,0.00383100,0.00000000,0.00000008,0.00000000,0.00000000
1387.0,0.00383100,0.00000000,0.00000004,0.00000000,0.00000000
1388.0,0.00383100,0.00000000,0.00000002,0.00000000,0.00000000
1389.0,0.00383100,0.00000000,0.00000001,0.00000000,0.00000000
1390.0,0.00383100,0.00000000,0.00000001,0.00000000,0.00000000
1391.0,0.00383100,0.00000000,0.00000000,0.00000000,0.00000001
1392.0,0.00383100,0.00000001,0.00000000,0.00000000,0.00000001
1393.0,0.00383100,0.00000002,0.00000000,0.00000000,0.00000002
1394.0,0.00383100,0.00000003,0.00000000,0.00000001,0.00000004
1395.0,0.00383100,0.00000006,0.00000001,0.00000001,0.00000008
1396.0,0.00383100,0.00000011,0.00000002,0.00000003,0.00000014
1397.0,0.00383100,0.00000019,0.00000003,0.00000005,0.00000024
1398.0,0.00383100,0.00000033,0.00000005,0.00000008,0.00000042
1399.0,0.00383100,0.00000057,0.00000009,0.00000014,0.00000071
1400.0,0.00383100,0.00000098,0.00000016,0.00000023,0.00000118
1401.0,0.00383100,0.00000164,0.00000027,0.00000038,0.00000195
1402.0,0.00383100,0.00000272,0.00000047,0.00000063,0.00000318
1403.0,0.00383100,0.00000444,0.00000079,0.00000103,0.00000510
1404.0,0.00383100,0.00000716,0.00000132,0.00000164,0.00000808
1405.0,0.00383100,0.00001139,0.00000218,0.00000259,0.00001262
1406.0,0.00383100,0.00001785,0.00000353,0.00000404,0.00001943
1407.0,0.00383100,0.00002761,0.00000565,0.00000620,0.00002952
1408.0,0.00383100,0.00004211,0.00000892,0.00000940,0.00004423
1409.0,0.00383100,0.00006335,0.00001389,0.00001404,0.00006536
1410.0,0.00383100,0.00009397,0.00002131,0.00002069,0.00009524
1411.0,0.00383100,0.00013749,0.00003226,0.00003006,0.00013689
1412.0,0.00383100,0.00019839,0.00004816,0.00004308,0.00019406
1413.0,0.00383100,0.00028232,0.00007091,0.00006089,0.00027131
1414.0,0.00383100,0.00039622,0.00010297,0.00008488,0.00037413
1415.0,0.00407050,0.00054843,0.00014745,0.00011669,0.00050884
1416.0,0.00498060,0.00074866,0.00020825,0.00015821,0.00068259
1417.0,0.00589070,0.00100792,0.00029007,0.00021155,0.00090316
1418.0,0.00680080,0.00133828,0.00039847,0.00027898,0.00117873
1419.0,0.00766300,0.00175246,0.00053985,0.00036284,0.00151746
1420.0,0.00766300,0.00226323,0.00072132,0.00046541,0.00192707
1421.0,0.00766300,0.00288262,0.00095051,0.00058875,0.00241421
1422.0,0.00766300,0.00362098,0.00123530,0.00073453,0.00298386
1423.0,0.00766300,0.00448585,0.00158330,0.00090379,0.00363871
1424.0,0.00842920,0.00548078,0.00200140,0.00109674,0.00437848
1425.0,0.00933906,0.00660418,0.00249508,0.00131257,0.00519951
1426.0,0.01024892,0.00784830,0.00306771,0.00154923,0.00609444
1427.0,0.01115879,0.00919838,0.00371984,0.00180340,0.00705214
1428.0,0.01149400,0.01063229,0.00444850,0.00207036,0.00805797
1429.0,0.01149400,0.01212053,0.00524664,0.00234412,0.00909440
1430.0,0.01149400,0.01362685,0.00610280,0.00261754,0.01014185
1431.0,0.01149400,0.01510946,0.00700094,0.00288261,0.01117989
1432.0,0.01226030,0.01652273,0.00792069,0.00313082,0.01218859
1433.0,0.01408026,0.01781944,0.00883789,0.00335359,0.01314987
1434.0,0.01590022,0.01895334,0.00972555,0.00354275,0.01404885
1435.0,0.01772019,0.01988186,0.01055501,0.00369106,0.01487490
1436.0,0.01954015,0.02056873,0.01129751,0.00379264,0.01562230
1437.0,0.02136011,0.02098638,0.01192577,0.00384335,0.01629048
1438.0,0.02318007,0.02111773,0.01241565,0.00384113,0.01688362
1439.0,0.02500004,0.02095735,0.01274770,0.00378606,0.01740976
1440.0,0.02682000,0.02051188,0.01290844,0.00368040,0.01787947
1441.0,0.02682000,0.01979953,0.01289126,0.00352844,0.01830410
1442.0,0.02682000,0.01884886,0.01269687,0.00333619,0.01869395
1443.0,0.02682000,0.01769691,0.01233327,0.00311099,0.01905648
1444.0,0.02682000,0.01638680,0.01181518,0.00286108,0.01939478
1445.0,0.02610169,0.01496508,0.01116308,0.00259505,0.01970659
1446.0,0.02519182,0.01347904,0.01040187,0.00232140,0.01998385
1447.0,0.02428196,0.01197421,0.00955929,0.00204811,0.02021302
1448.0,0.02337210,0.01049218,0.00866429,0.00178226,0.02037605
1449.0,0.02140844,0.00906893,0.00774542,0.00152979,0.02045196
1450.0,0.01867838,0.00773379,0.00682938,0.00129537,0.02041886
1451.0,0.01594831,0.00650890,0.00593989,0.00108234,0.02025615
1452.0,0.01321825,0.00540928,0.00509687,0.00089276,0.01994671
1453.0,0.01149400,0.00444338,0.00431595,0.00072756,0.01947886
1454.0,0.01149400,0.00361395,0.00360839,0.00058675,0.01884779
1455.0,0.01149400,0.00291918,0.00298130,0.00046957,0.01805641
1456.0,0.01149400,0.00235395,0.00243809,0.00037483,0.01711550
1457.0,0.01149400,0.00191100,0.00197914,0.00030104,0.01604319
1458.0,0.01149400,0.00158212,0.00160253,0.00024668,0.01486381
1459.0,0.01149400,0.00135902,0.00130486,0.00021036,0.01360627
1460.0,0.01149400,0.00123405,0.00108194,0.00019095,0.01230217
1461.0,0.01149400,0.00120063,0.00092948,0.00018766,0.01098382
1462.0,0.01063203,0.00125342,0.00084356,0.00020007,0.00968230
1463.0,0.00972216,0.00138825,0.00082097,0.00022814,0.00842581
1464.0,0.00881230,0.00160182,0.00085940,0.00027216,0.00723838
1465.0,0.00790244,0.00189120,0.00095740,0.00033263,0.00613902
1466.0,0.00766300,0.00225328,0.00111420,0.00041015,0.00514129
1467.0,0.00766300,0.00268411,0.00132944,0.00050525,0.00425333
1468.0,0.00766300,0.00317821,0.00160268,0.00061823,0.00347817
1469.0,0.00766300,0.00372808,0.00193291,0.00074896,0.00281447
1470.0,0.00718400,0.00432371,0.00231803,0.00089673,0.00225720
1471.0,0.00627390,0.00495241,0.00275432,0.00106006,0.00179863
1472.0,0.00536380,0.00559881,0.00323603,0.00123663,0.00142912
1473.0,0.00445370,0.00624516,0.00375502,0.00142322,0.00113799
1474.0,0.00383100,0.00687187,0.00430067,0.00161568,0.00091420
1475.0,0.00383100,0.00745837,0.00485993,0.00180909,0.00074685
1476.0,0.00383100,0.00798409,0.00541761,0.00199787,0.00062566
1477.0,0.00383100,0.00842953,0.00595695,0.00217602,0.00054123
1478.0,0.00383100,0.00877751,0.00646027,0.00233746,0.00048515
1479.0,0.00383100,0.00901413,0.00690995,0.00247633,0.00045015
